公司,资产标签,型号,品牌,类别：,生产厂家,位置,状态
腾讯,TKMB180304H5,BND-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1710022A,"VIVO X20A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB2010021J,"OPPO R11S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190900TP,HLK-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2004053G,V1934A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB2005019L,MAR-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2006024L,"MI CC 9",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB201001LF,"REDMI NOTE 7",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB191000WJ,SM-J510FN,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB200303RP,"OPPO A83",OPPO,Android,OPPO,B2-G02-0515,"上线 (deployable)"
腾讯,TKMB200503M7,"OPPO A77T",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180300F0,VKY-AL00,HUAWEI,Android,HUAWEI,A1-线下箱子6,"待上线 (deployable)"
腾讯,TKMB1801052E,"PIXEL 2 XL",GOOGLE,Android,Google,,"新增 (deployable)"
腾讯,TKMB200500J4,"LETV X500",LETV,Android,Letv,,"新增 (deployable)"
腾讯,TKMB18070168,"HM NOTE 1LTE",REDMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB19100088,"MIX 2",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB191100WN,SM-G950N,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191100R4,ANE-LX2,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1804004M,BAC-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191206LJ,BLN-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1912012W,"VIVO XPLAY5A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180701A9,SM-G9650,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB180307H8,EVA-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170201HE,"REDMI NOTE 4",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB19080147,SM-G9730,SAMSUNG,Android,SAMSUNG,A1-线下箱子3,"待上线 (deployable)"
腾讯,TKMB2005032R,"M6 NOTE",MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB1801041K,BLN-AL40,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191201LP,V1816A,VIVO,Android,vivo,B2-G02-0113,"上线 (deployable)"
腾讯,TKMB200901NN,iPhone11,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB201001M0,SM-J260F,samsung,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB16070706,"OPPO R7SM",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180602W8,EDI-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1910008P,"OPPO A79",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190901W6,SM-G925I,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1909022L,"REDMI 6",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB190902MP,"PIXEL 2 XL",GOOGLE,Android,Google,,"新增 (deployable)"
腾讯,TKMB190902MY,LYA-L29,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170301FS,EVA-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18030231,"OPPO R9M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB2007001T,TNNH-AN00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB17120808,BND-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1702027K,NEM-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2005024M,HRY-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180301E7,SM-G9550,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191102AF,TAS-AN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200503M1,"OPPO A77T",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200501NR,V1813A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200501LR,PCAM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180301FK,WAS-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190901R8,SM-J710F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB190902MJ,LYA-L29,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200302E4,"REDMI NOTE 8 PRO",REDMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB201203ET,BLA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201203EL,PADT00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB191202MJ,SM-G885S,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB2004010L,SM-G9750,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB201103MP,V2020CA,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1907018L,"VIVO X21UD",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB18010405,"OPPO R11S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB170303S0,KIW-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB181204JF,SM-J111F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191207X5,SM-A605G,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB200405JX,"OPPO R9S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180900Y9,LDN-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB210102P1,PAAT00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB170200S5,"VIVO V3MAX A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB18030508,"MIX 2",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB190901RE,SM-J330L,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB190902M5,CPH1825,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB2004062A,LIO-AN00P,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200503MN,PBAT00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB19050XFF,CHE2-UL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19050XFE,NX529J,NUBIA,Android,nubia,,"新增 (deployable)"
腾讯,TKMB2004002T,"REDMI NOTE 8 PRO",REDMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200405Y1,V1936A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB150948S4,GT-N7108,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191207TW,602SO,SONY,Android,Sony,,"新增 (deployable)"
腾讯,TKMB200303WL,DUB-AL00,HUAWEI,Android,HUAWEI,B2-G03-0513,"上线 (deployable)"
腾讯,TKMB20040600,"MI 8 SE",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB17020285,"OPPO A59S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB170202H9,"VIVO X7PLUS",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB180701NY,LLD-AL20,HONOR,Android,HUAWEI,B2-G02-0204,"上线 (deployable)"
腾讯,TKMB1801042F,MHA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2010020W,MAR-LX1A,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200401E7,"PIXEL 3A",GOOGLE,Android,Google,,"新增 (deployable)"
腾讯,TKMB200503YY,iPhone8,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB201103JJ,"VIVO X20PLUS A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB190700YP,"VIVO Y55A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB2003013Y,PCKM80,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200901M0,ANA-AN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1806017N,"VIVO Y53L",VIVO,Android,vivo,A1-线下箱子4,"待上线 (deployable)"
腾讯,TKMB20070349,SM-A605G,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB18080001,"VIVO NEX A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB15063A90,SM-A7000,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB150948K8,SM-N9002,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191201T7,BND-TL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19050XF5,VKY-TL00,HORNOR,Android,HUAWEI,A1-线下箱子5,"待上线 (deployable)"
腾讯,TKMB1907012E,V1836A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB20030295,VOG-AL00,HUAWEI,Android,HUAWEI,B2-G02-0105,"上线 (deployable)"
腾讯,TKMB200500LM,"OPPO R11S PLUS",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200605JA,V2005A,VIVO,Android,vivo,B2-G03-0210,"上线 (deployable)"
腾讯,TKMB180602R7,"VIVO X7",VIVO,Android,vivo,A1-线下箱子4,"待上线 (deployable)"
腾讯,TKMB1912013W,PACM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200302E3,"REDMI NOTE 8 PRO",REDMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB191201N2,"OPPO R9 PLUSM A",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB2004053R,STK-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201103MM,"OPPO R9 PLUSM A",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200500X8,KSA-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170200A3,"OPPO R9SK",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201000T3,CDY-TN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1912079T,"VIVO X21",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB170501FS,CAM-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB16024054,"iPhone 6S",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB200405MR,"OPPO A79K",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB19100246,"MI 6",XIAOMI,Android,Xiaomi,B2-G02-0209,"上线 (deployable)"
腾讯,TKMB180300K4,"OPPO R11 PLUSK",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB19050XTE,CHE1-CL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180602E2,"MI NOTE 3",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB18030775,SM-G6100,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB181204J5,"N6 Pro",360,Android,360,,"新增 (deployable)"
腾讯,TKMB19110144,"MI 5S PLUS",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB20030296,PBEM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200503Y7,"MI 10",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200901Y3,"MI9 PRO 5G",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB191207TJ,INE-LX1,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200400AL,OXF-AN10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2010020A,SM-A705F,samsung,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB18030801,"VIVO X9PLUS L",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1806015F,"OPPO R9S PLUST",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1806009N,LND-AL30,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190902M2,SM-G977N,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB201001LG,"REDMI 6A",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB19090099,PCT-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200500XN,V1832A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200901M3,ELE-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2009024T,"iPad 2019",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB180306H1,"VIVO X9L",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1909015N,SM-J700H,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB17050282,"MI 5",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB19050XX4,"VIVO V3MAX L",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB170202S8,"VIVO Y55A",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB16110A39,"MI 5S PLUS",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200503L4,"REDMI NOTE 3",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB18090152,iPhoneXS,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB17110473,"MI 5S",XIAOMI,Android,Xiaomi,B2-G02-0412,"上线 (deployable)"
腾讯,TKMB200901M5,ELE-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19120367,"LENOVO L78031",LENOVO,Android,Lenovo,,"新增 (deployable)"
腾讯,TKMB2004062T,V1913A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200801NE,JER-AN10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19050XXR,R8205,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190701PL,HWI-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1803009H,"REDMI 4X",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB20030323,V1813A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB16110A6A,"REDMI PRO",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200302X0,V1816A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200500ME,"OPPO R9 PLUSM A",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180300SE,PRA-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18090030,FIG-AL00,HUAWEI,Android,HUAWEI,A1-902-老云测预发布机柜,"上线 (deployed)"
腾讯,TKMB1806011W,VKY-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180900JP,VTR-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18010483,MP1605,MEITU,Android,Meitu,,"新增 (deployable)"
腾讯,TKMB180307F6,"HUAWEI CAZ-AL10",HUAWEI,Android,HUAWEI,B2-G02-0606,"上线 (deployable)"
腾讯,TKMB191101XN,"MI 5",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200503LF,"OPPO A79K",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB2012000G,V1930A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB21010257,V1938T,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB170601F5,"VIVO Y66",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191000P6,SM-J600FN,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191207GX,F-04K,DOCOMO,Android,FUJITSU,,"新增 (deployable)"
腾讯,TKMB190901R4,LM-G710N,LGE,Android,LGE,,"新增 (deployable)"
腾讯,TKMB1909001N,SM-A605FN,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB2005031F,MRD-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20060378,V1986A,VIVO,Android,vivo,B2-G03-0216,"上线 (deployable)"
腾讯,TKMB200302TN,LYA-AL00,HUAWEI,Android,HUAWEI,B2-G02-0213,"上线 (deployable)"
腾讯,TKMB201001N4,ASUS_X00ID,ASUS,Android,asus,,"新增 (deployable)"
腾讯,TKMB1806016G,VTR-TL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190900G1,DLT-A0,BLACKSHARK,Android,blackshark,,"新增 (deployable)"
腾讯,TKMB191000P4,SM-G930S,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB190901J2,PCEM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB20050261,HMA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2009020M,"iPhone SE2",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB201205F1,PDKT00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB21015P89,"iPhone X",Apple,iOS,Apple,,"外借 (deployed)"
腾讯,TKMB200500XW,"MEIZU S6",MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB170402K5,KNT-AL20,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170200EE,M5,MEIZU,Android,meizu,,"新增 (deployable)"
腾讯,TKMB191207G9,SHV42,KDDI,Android,SHARP,,"新增 (deployable)"
腾讯,TKMB190902N4,"REDMI 4",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB17020137,SM-C9000,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191002GR,LDN-LX2,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200500M6,BKK-AL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2003036A,PBCM30,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB201000G8,WLZ-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170601K8,"VIVO X9",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB19050XE7,"OPPO R9SKT",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB1803073A,BAC-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200101JL,iPhone8,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB18060152,CHM-TL00H,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180900E8,STF-AL10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200302XW,"VIVO X21I",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB2004053N,LYA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200501Y7,V1938T,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB181204Y7,"OPPO R9M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB181204J9,HMA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1809003X,NX907J,NUBIA,Android,nubia,,"新增 (deployable)"
腾讯,TKMB1811002M,SM-N9600,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB191000L1,GLK-AL00,HUAWEI,Android,HUAWEI,B2-G03-0607,"上线 (deployable)"
腾讯,TKMB1905095T,"iPhoneXS Max",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB1907015J,ARS-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1910000N,EML-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20080040,"iPhone SE",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB2101029A,MRD-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB190801W6,PACM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200501JR,JER-AN10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201001NG,"ONEPLUS A3010",ONEPLUS,Android,OnePlus,,"新增 (deployable)"
腾讯,TKMB200303E5,"SHARK KLE-A0",BLACKSHARK,Android,blackshark,,"新增 (deployable)"
腾讯,TKMB190901WL,SM-G935V,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB190901WR,SM-G950U1,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB17100326,"MIX 2",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB21010224,V2020A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB190101LX,PBEM00,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180600F6,SKR-A0,BLACKSHARK,Android,blackshark,B2-G02-0308,"上线 (deployable)"
腾讯,TKMB1803065E,"VIVO Y66L",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1801041F,BKL-AL20,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1702019K,MIX,XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB16062611,"OPPO R9 PLUSM A",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB19050XG2,SM-J5108,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB190902M1,SM-G977N,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB1912022N,"MI CC 9",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB180601Y0,SKR-A0,BLACKSHARK,Android,blackshark,,"新增 (deployable)"
腾讯,TKMB1910006R,"OPPO R11ST",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200302JP,PAR-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1912023W,"K-TOUCH X21",K-TOUCH,Android,K-Touch,,"新增 (deployable)"
腾讯,TKMB17040280,"VIVO X9I",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB1801040A,"OPPO R11S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB180304H1,"VIVO Y55",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB161107K1,VIE-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB180602AJ,"VIVO X9PLUS",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB191207F9,PAR-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201204GX,V1818A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB20070333,"MI A2 LITE",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB19050XR8,CAM-TL00,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB17060215,"OPPO R9SK",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB191204R5,BLA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200700Y7,"MI 10",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB191000PA,SM-G930L,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB20040568,ASK-AL00X,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200901LW,ANA-AN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB201205F6,"VIVO Y85",VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200901LM,ANA-AN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB1804026J,BLN-AL40,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB18010487,MHA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB191202TE,EVA-AL10,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB2002003A,iPhoneXS,Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB1911016J,"MI MAX 2",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB200901LT,BMH-AN10,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200500XE,R7PLUSM,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB2007033A,SM-A105G,samsung,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB200501JM,CDY-AN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200200J4,V1831A,VIVO,Android,vivo,B2-G02-0408,"上线 (deployable)"
腾讯,TKMB161107K0,VIE-AL10,HUAWEI,Android,HUAWEI,A1-线下箱子5,"待上线 (deployable)"
腾讯,TKMB191000AN,SM-J727S,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
腾讯,TKMB180400F5,PRA-AL00,HONOR,Android,HUAWEI,B2-G03-0504,"上线 (deployable)"
腾讯,TKMB18040034,"MIX 2",XIAOMI,Android,Xiaomi,B2-G02-0616,"上线 (deployable)"
腾讯,TKMB2005025A,LYA-AL00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB200601ML,PCHM30,OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200401XX,V1923A,VIVO,Android,vivo,,"新增 (deployable)"
腾讯,TKMB200901FT,JSN-AL00A,HONOR,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB20070330,LM-X625N,LG,Android,LG,,"新增 (deployable)"
腾讯,TKMB170401FH,"OPPO A37M",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB191002G1,RNE-L21,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB170601F2,"OPPO A59S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB191102AT,"PIXEL 3",GOOGLE,Android,Google,鹅埠TEG机房,"上线 (deployed)"
腾讯,TKMB19050041,"iPhone7 Plus",Apple,iOS,Apple,,"新增 (deployable)"
腾讯,TKMB20040601,"OPPO R11ST",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200500J0,"OPPO A79",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB200901LY,ANA-AN00,HUAWEI,Android,HUAWEI,,"新增 (deployable)"
腾讯,TKMB19050933,"MI NOTE 2",XIAOMI,Android,Xiaomi,,"新增 (deployable)"
腾讯,TKMB17060206,"OPPO R9S",OPPO,Android,OPPO,,"新增 (deployable)"
腾讯,TKMB190902X4,SM-N950F,SAMSUNG,Android,SAMSUNG,,"新增 (deployable)"
